id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
228203,en,A track coach in a small California town transforms a team of athletes into championship contenders.,2015-02-20,"McFarland, USA",6.0503,7.453,853,"Drama, Family",Niki Caro,2015
42994,ja,"In this anime anthology, a salvage ship crew happens upon a haunted vessel in ""Magnetic Rose""; a cold tablet turns a lab worker into a biological weapon in ""Stink Bomb""; and an urban populace carries on an endless war with an unseen foe in ""Cannon Fodder.""",1995-12-23,Memories,7.0949,7.453,471,,,1995
13060,en,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",2006-12-28,Lifted,0.6356,7.453,769,,,
11356,en,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",1968-05-16,The Odd Couple,1.7481,7.5,593,Comedy,Gene Saks,1968
1023,da,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,2005-04-15,Adam's Apples,1.9647,7.453,711,"Drama, Comedy, Crime",Anders Thomas Jensen,2005
109,fr,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",1994-01-26,Three Colors: White,3.1021,7.453,1223,"Comedy, Drama, Mystery",Krzysztof Kieślowski,1994
589982,fr,"Christian, a visionary scientist, studies wild geese. For his son, a teenager obsessed with video games, the idea of spending a holiday with his father in the wilderness is a nightmare. However, father and son will get together around a crazy project: save a species endangered, thanks to the ultralight of Christian! Then begins an incredible and perilous journey ...",2019-09-12,Spread Your Wings,1.5655,7.5,304,"Adventure, Family",Nicolas Vanier,2019
76758,zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",2011-12-15,The Flowers of War,3.1839,7.452,816,"Drama, History, War",Zhang Yimou,2011
8741,en,"The story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived.",1998-12-23,The Thin Red Line,8.5489,7.452,3067,"Drama, History, War",Terrence Malick,1998
16372,en,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,1961-12-15,The Innocents,1.3677,7.5,610,"Horror, Mystery, Drama",Jack Clayton,1961
11854,hi,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",1998-10-16,Kuch Kuch Hota Hai,3.4037,7.5,391,"Romance, Drama, Comedy",Karan Johar,1998
9008,en,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,1999-10-28,The Insider,7.481,7.5,1870,"Drama, Thriller",Michael Mann,1999
1902,es,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",1997-12-19,Open Your Eyes,2.1364,7.451,1074,,,1997
568,en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",1995-06-30,Apollo 13,11.8943,7.451,5517,"Drama, History",Ron Howard,1995
434616,fr,"After a serious sport accident in a swimming pool, Ben, now an incomplete quadriplegic, arrives in a rehabilitation center. He meets with other handicapped persons (tetraplegics, paraplegics, traumatized crania), all victims of accidents, as well as a handicapped since his early childhood. They go through impotence, despair and resignation, with their daily struggle to learn how to move a finger or to hold a fork. Some of them slowly find a little mobility while others receive the verdict of the handicap for life. Despite everything, hope and friendship help them endure their difficulties.",2017-03-01,Patients,1.7217,7.45,610,"Drama, Comedy",Grand Corps Malade,2017
374720,en,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017-07-19,Dunkirk,35.5247,7.45,16739,"War, Action, Drama",Christopher Nolan,2017
17654,en,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",2009-08-05,District 9,7.2481,7.45,9705,Science Fiction,Neill Blomkamp,2009
877,en,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",1932-04-09,Scarface,4.7909,7.5,614,"Crime, Action, Drama",Howard Hawks,1932
175,fr,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",1988-05-10,The Big Blue,3.5966,7.45,1466,"Crime, Drama",Andrew Horn,1988
339984,en,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",2016-03-17,Miracles from Heaven,10.7188,7.448,1204,"Family, Drama",Patricia Riggen,2016
6114,en,"In 19th century England, Count Dracula travels to London and meets Mina Harker, a young woman who appears as the reincarnation of his lost love.",1992-11-13,Bram Stoker's Dracula,10.1966,7.448,5307,"Romance, Horror",Francis Ford Coppola,1992
828,en,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951-09-28,The Day the Earth Stood Still,6.2712,7.448,1147,,,1951
400160,en,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",2020-08-14,The SpongeBob Movie: Sponge on the Run,11.0428,7.447,2879,"Family, Comedy, Adventure, Animation",Tim Hill,2020
339403,en,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",2017-06-28,Baby Driver,11.1241,7.447,16010,"Action, Crime",Edgar Wright,2017
33273,es,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",2009-11-06,Cell 211,3.0444,7.447,1270,"Action, Thriller, Drama",Daniel Monzón,2009
37719,en,The Marx Brothers take on high society and the opera world to bring two lovers together. A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,1935-11-15,A Night at the Opera,2.5464,7.446,502,"Comedy, Music",Sam Wood,1935
3088,en,Three brothers stop off for a night in the town of Tombstone. The next morning they find one of their brothers dead and their cattle stolen. They decide to take revenge on the culprits.,1946-10-17,My Darling Clementine,3.6855,7.4,434,"Western, Drama, Romance",John Ford,1946
1677,en,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",2004-10-29,Ray,3.4408,7.447,2044,"Drama, Music",Taylor Hackford,2004
161,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",2001-12-07,Ocean's Eleven,13.5931,7.446,11829,"Thriller, Crime",Steven Soderbergh,2001
407445,en,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",2017-10-13,Breathe,4.5949,7.445,763,"Drama, Romance",Andy Serkis,2017
271110,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016-04-27,Captain America: Civil War,21.3263,7.445,23072,"Adventure, Action, Science Fiction",Joe Russo,2016
129670,en,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",2013-09-21,Nebraska,1.4669,7.4,1797,"Drama, Adventure",Alexander Payne,2013
4034,fr,"French military man Adrien Dufourquet gets an eight-day furlough to visit his fiancée, Agnès. But when he arrives in Paris, he learns that her late father's partner, museum curator Professor Catalan, has just been kidnapped by a group of Amazon tribesmen who have also stolen a priceless statue from the museum. Adrien and Agnès pursue the kidnappers to Brazil, where they learn that the statue is the key to a hidden Amazon treasure.",1964-02-05,That Man from Rio,2.2831,7.445,317,"Adventure, Action, Comedy",Philippe de Broca,1964
440298,pl,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",2018-06-08,Cold War,3.1516,7.444,1493,"Comedy, Romance",J. Wilder Konschak,2017
37916,it,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,1974-12-18,Swept Away,2.0587,7.444,310,"Comedy, Drama, Romance",Lina Wertmüller,1974
18917,cs,"A quiet young English girl named Alice finds herself in an alternate version of her own reality after chasing a white rabbit. She becomes surrounded by living inanimate objects and stuffed dead animals, and must find a way out of this nightmare - no matter how twisted or odd that way must be. A memorably bizarre screen version of Lewis Carroll’s novel ""Alice’s Adventures in Wonderland"".",1988-08-03,Alice,1.5812,7.446,315,"Fantasy, Adventure",Gabriel Benattar,1988
458156,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",2019-05-15,John Wick: Chapter 3 - Parabellum,13.2994,7.443,10920,"Action, Thriller, Crime",Chad Stahelski,2019
245891,en,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,2014-10-22,John Wick,14.4885,7.444,19624,"Action, Thriller",Chad Stahelski,2014
37181,fa,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,2009-06-06,About Elly,2.7735,7.4,501,Drama,Asghar Farhadi,2009
24226,en,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",1982-12-08,The Verdict,6.3221,7.443,656,Drama,Sidney Lumet,1982
984,en,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",1971-12-23,Dirty Harry,7.4361,7.4,2520,"Action, Crime, Thriller",Don Siegel,1971
940,en,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",1938-10-07,The Lady Vanishes,2.5918,7.443,946,"Mystery, Thriller",Alfred Hitchcock,1938
771,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",1990-11-16,Home Alone,0.8368,7.442,11616,"Comedy, Family",Chris Columbus,1990
502897,ru,"Leningrad, one summer in the early eighties. Smuggling LPs by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tsoï. Together with friends, they will change the destiny of rock’n’roll in the Soviet Union.",2018-06-07,Leto,1.449,7.442,313,"Music, Drama",Kirill Serebrennikov,2018
19223,fr,"Onoff is a famous writer, now a recluse. The Inspector is suspicious when Onoff is brought into the station one night, disoriented and suffering a kind of amnesia. In an isolated, rural police station, the Inspector tries to establish the events surrounding a killing, to reach a startling resolution.",1994-05-15,A Pure Formality,1.4795,7.4,362,"Mystery, Thriller, Crime, Drama",Giuseppe Tornatore,1994
11704,en,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",1982-06-17,The Secret of NIMH,3.3312,7.442,853,"Family, Animation, Fantasy, Adventure, Mystery",Don Bluth,1982
11349,en,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",1962-04-12,Cape Fear,1.6475,7.4,588,,,1962
5781,fr,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",1977-08-17,That Obscure Object of Desire,2.6769,7.442,404,"Comedy, Drama, Romance",Luis Buñuel,1977
771,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",1990-11-16,Home Alone,0.8368,7.442,11616,"Comedy, Family",Chris Columbus,1990
718930,en,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",2022-08-03,Bullet Train,17.2115,7.441,6598,"Action, Comedy, Thriller",David Leitch,2022
317442,ja,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",2014-12-06,The Last: Naruto the Movie,13.6123,7.441,2307,,,
28874,ja,"A student tries to fix a problem he accidentally caused in OZ, a digital world, while pretending to be the fiancé of his friend at her grandmother's 90th birthday.",2009-08-01,Summer Wars,6.4329,7.441,948,"Animation, Science Fiction",Mamoru Hosoda,2009
15919,en,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",1955-04-11,Marty,1.5246,7.441,401,"Drama, Romance",Delbert Mann,1955
375785,en,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,2018-12-05,Then Came You,18.4735,7.44,500,"Comedy, Drama",Peter Hutchings,2018
38985,en,"Four men from different parts of the globe, all hiding from their pasts in the same remote South American town, agree to risk their lives transporting several cases of dynamite (which is so old that it is dripping unstable nitroglycerin) across dangerous jungle terrain.",1977-06-24,Sorcerer,4.4909,7.4,571,"Thriller, Adventure, Drama",William Friedkin,1977
11167,en,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",1960-05-16,Peeping Tom,1.8036,7.4,820,"Horror, Thriller, Drama",Michael Powell,1960
9028,it,"A mute gunslinger fights in the defense of a group of outlaws and a vengeful young widow, against a group of ruthless bounty hunters.",1968-11-22,The Great Silence,3.6837,7.44,410,"Western, Drama",Sergio Corbucci,1968
499631,it,A biopic on the personal and artistic life of Italian songwriter Fabrizio De André.,2018-01-23,Fabrizio De André: Principe libero,0.3978,7.439,346,"Music, History",Luca Facchini,2018
109689,es,"The sexy Gin is the new love of Hache, but this can not forget his former girlfriend, so the love triangle is inevitable.",2012-06-22,I Want You,5.7508,7.439,1899,"Drama, Romance",Fernando González Molina,2012
193756,en,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",2013-12-24,Lone Survivor,7.0651,7.438,4423,"War, Action, Drama",Peter Berg,2013
11615,en,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,2003-02-21,The Life of David Gale,2.5872,7.4,2060,"Drama, Thriller, Crime",Alan Parker,2003
10400,en,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",1999-09-17,The Hurricane,3.1716,7.437,1428,Drama,Norman Jewison,1999
1895,en,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,2005-05-17,Star Wars: Episode III - Revenge of the Sith,19.7061,7.4,14022,"Adventure, Action, Science Fiction",George Lucas,2005
462,en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",2000-03-17,Erin Brockovich,10.3157,7.4,3313,Drama,Steven Soderbergh,2000
395834,en,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,2017-08-03,Wind River,10.2671,7.4,5348,"Crime, Mystery, Drama",Taylor Sheridan,2017
8094,en,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,2002-08-30,The Magdalene Sisters,2.9694,7.436,414,"Drama, History",Peter Mullan,2002
768362,en,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",2023-01-19,Missing,9.8356,7.435,1103,"Drama, Mystery, Thriller",Will Merrick,2023
350312,te,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",2017-04-27,Bāhubali 2: The Conclusion,4.9401,7.435,764,"Action, Adventure, Fantasy",S. S. Rajamouli,2017
16305,en,"Successful movie director John L. Sullivan, convinced he won't be able to film his ambitious masterpiece until he has suffered, dons a hobo disguise and sets off on a journey, aiming to ""know trouble"" first-hand. When all he finds is a train ride back to Hollywood and a beautiful blonde companion, he redoubles his efforts, managing to land himself in more trouble than he bargained for when he loses his memory and ends up a prisoner on a chain gang.",1941-11-30,Sullivan's Travels,1.1671,7.435,471,"Comedy, Romance, Adventure",Preston Sturges,1941
10435,en,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",1992-12-17,Chaplin,2.6324,7.435,1107,Drama,Richard Attenborough,1992
6916,it,"After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.",1974-03-29,"Watch Out, We're Mad",3.0244,7.4,825,"Action, Comedy",Marcello Fondato,1974
489418,fr,"Théo is given up for adoption by his biological mother on the very day he is born. After this anonymous birth, the mother has two months to change her mind… Or not. The child welfare services and adoption service spring into action… The former have to take care of the baby and support it during this limbo-like time, this period of uncertainty, while the latter must find a woman to become his adoptive mother. She is called Alice, and she has spent the last ten years fighting to have a child.",2018-12-05,In Safe Hands,1.8643,7.434,516,Drama,Jeanne Herry,2018
9549,en,"As the Space Race ensues, seven pilots set off on a path to become the first American astronauts to enter space. However, the road to making history brings forth momentous challenges.",1983-10-20,The Right Stuff,5.7046,7.434,892,"Drama, History, Adventure",Philip Kaufman,1983
2767,fr,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",1991-10-16,The Lovers on the Bridge,2.1931,7.434,332,"Drama, Romance",Leos Carax,1991
686,en,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.",1997-07-11,Contact,11.8397,7.433,4602,"Drama, Science Fiction, Mystery",Robert Zemeckis,1997
146,zh,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2000-07-06,"Crouching Tiger, Hidden Dragon",5.3527,7.433,3284,"Adventure, Drama, Action, Romance",Ang Lee,2000
24192,it,"Along a rocky, barren coastline, Jesus begins teaching, primarily using parables. He attracts disciples; he's stern, brusque, and demanding. His parables often take on the powers that be, so he and his teachings come to the attention of the Pharisees, the chief priests, and elders. They conspire to have him arrested, beaten, tried, and crucified, just as he prophesied to his followers.",1965-03-03,The Gospel According to Matthew,1.3549,7.4,370,Drama,Pier Paolo Pasolini,1965
697843,en,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",2023-06-09,Extraction 2,16.9579,7.43,2571,"Action, Thriller, Crime",Sam Hargrave,2023
617653,en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",2021-10-13,The Last Duel,9.5405,7.4,3500,"History, Drama, Action",Ridley Scott,2021
466420,en,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",2023-10-18,Killers of the Flower Moon,13.8749,7.43,3576,"Crime, History, Drama",Martin Scorsese,2023
395991,en,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,2017-09-22,Only the Brave,11.2917,7.431,1630,"Drama, Action",Joseph Kosinski,2017
353081,en,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",2018-07-13,Mission: Impossible - Fallout,13.9856,7.4,8438,"Action, Adventure",Christopher McQuarrie,2018
292011,en,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",2019-12-13,Richard Jewell,3.4632,7.4,2556,"Drama, History",Clint Eastwood,2019
11030,en,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",1983-07-15,Zelig,1.4265,7.43,875,Comedy,Woody Allen,1983
466272,en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-24,Once Upon a Time... in Hollywood,21.0586,7.428,13833,"Comedy, Drama, Thriller",Quentin Tarantino,2019
65218,en,"When five ragtag freshman first meet in detention, it seems they have nothing in common. But, through music, they form an unbreakable bond and discover they have the makings of the greatest high school garage band in history! In the face of incredible odds, Olivia, Stella, Wen, Mohini and Charlie find they can make a real difference when they learn to lean on each other and let go of everything holding back their dreams.",2011-04-15,Lemonade Mouth,3.8578,7.4,1053,"Drama, Comedy, Music, TV Movie",Patricia Riggen,2011
12780,cn,"In this Hong Kong variation of Robin Hood, corrupt officials of a Chinese village are robbed by a masked bandit known as ""Iron Monkey"", named after a benevolent deity. When all else fails, the Governor forces a traveling physician into finding the bandit.",1993-09-03,Iron Monkey,1.8183,7.429,301,"Action, Crime, Drama",Yuen Woo-Ping,1993
4024,fr,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",1961-05-25,Last Year at Marienbad,2.6458,7.429,497,"Drama, Romance",Alain Resnais,1961
1075794,en,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",2023-11-17,Leo,11.5037,7.428,1222,"Animation, Comedy, Family",Robert Smigel,2023
565310,en,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,2019-07-12,The Farewell,5.0462,7.428,1434,"Comedy, Drama",Lulu Wang,2019
466272,en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-24,Once Upon a Time... in Hollywood,21.0586,7.428,13833,"Comedy, Drama, Thriller",Quentin Tarantino,2019
13403,en,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an 'internationally ignored' but divinely talented rock diva, inhabiting a 'beautiful gender of one'.",2001-07-20,Hedwig and the Angry Inch,1.1267,7.428,389,"Comedy, Music, Drama",John Cameron Mitchell,2001
921785,it,"The rise and fall of the pirate mixtape empire of three brothers from Naples, Italy, during the '80s.",2023-03-02,Mixed by Erry,1.3818,7.427,448,"Comedy, History, Music",Sydney Sibilia,2023
645886,en,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,2021-11-24,The Unforgivable,6.0548,7.427,1859,"Drama, Crime",Nora Fingscheidt,2021
394117,en,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",2017-10-06,The Florida Project,6.5476,7.427,2852,Drama,Sean Baker,2017
206487,en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",2014-08-28,Predestination,10.5521,7.427,6603,"Science Fiction, Thriller",Michael Spierig,2014
101299,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013-11-15,The Hunger Games: Catching Fire,12.3556,7.427,17622,"Adventure, Action, Science Fiction",Francis Lawrence,2013
39486,en,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",2010-08-20,Secretariat,5.2169,7.4,601,Drama,Randall Wallace,2010
